youth_id,age,youth_county,youth_need_tags,resource_id,resource_name,resource_category,resource_county,eligibility_age_min,eligibility_age_max,matched_need_tags,match_score,default_priority,referral_method,website
YP-0128,13,New Castle,academic_support;career;career_readiness;case_management;education;employment;general_support;homelessness;housing;professional_skills;resume,R007,Delaware 211,Resource Navigation,Statewide,0,99,education;general_support;housing,33,High,"Call 211, text zip code to 898-211, or use website",https://delaware211.org/
YP-0128,13,New Castle,academic_support;career;career_readiness;case_management;education;employment;general_support;homelessness;housing;professional_skills;resume,R018,Boys & Girls Clubs of Delaware - Education and Career,Education & Career,Statewide,6,18,academic_support;career,22,Medium,Join local club / program inquiry,https://www.bgclubs.org/education-and-career
YP-0128,13,New Castle,academic_support;career;career_readiness;case_management;education;employment;general_support;homelessness;housing;professional_skills;resume,R016,The Warehouse,Teen Center / Engagement,New Castle,13,24,education;employment,22,Medium,Membership / program enrollment,https://teenwarehouse.org/
YP-0128,13,New Castle,academic_support;career;career_readiness;case_management;education;employment;general_support;homelessness;housing;professional_skills;resume,R055,Delaware LGBTQ+ Resources and Organizations,LGBTQ+ Support,Statewide,0,99,education,12,Medium,Resource navigation,https://history.delaware.gov/lgbtq-history/local-lgbtq-resources-and-organizations/
YP-0128,13,New Castle,academic_support;career;career_readiness;case_management;education;employment;general_support;homelessness;housing;professional_skills;resume,R046,Junior Achievement of Delaware,Financial Literacy & Career,Statewide,5,18,career_readiness,12,Medium,School/community program inquiry,https://delaware.ja.org/
YP-0129,18,New Castle,academic_support;career;career_readiness;community;education;employment;general_support;independent_living;job_training;mentorship;paid_work;positive_adult;young_adults,R016,The Warehouse,Teen Center / Engagement,New Castle,13,24,community;education;employment;mentorship,42,Medium,Membership / program enrollment,https://teenwarehouse.org/
YP-0129,18,New Castle,academic_support;career;career_readiness;community;education;employment;general_support;independent_living;job_training;mentorship;paid_work;positive_adult;young_adults,R017,Big Brothers Big Sisters of Delaware,Mentorship,Statewide,6,18,mentorship;positive_adult,23,High,Enroll youth / mentor match inquiry,https://bbbsde.org/
YP-0129,18,New Castle,academic_support;career;career_readiness;community;education;employment;general_support;independent_living;job_training;mentorship;paid_work;positive_adult;young_adults,R007,Delaware 211,Resource Navigation,Statewide,0,99,education;general_support,23,High,"Call 211, text zip code to 898-211, or use website",https://delaware211.org/
YP-0129,18,New Castle,academic_support;career;career_readiness;community;education;employment;general_support;independent_living;job_training;mentorship;paid_work;positive_adult;young_adults,R003,West End Neighborhood House Life Lines,Housing & Case Management,Statewide,16,23,education;employment,23,High,Referral or program inquiry,https://westendnh.org/programs/life-lines/
YP-0129,18,New Castle,academic_support;career;career_readiness;community;education;employment;general_support;independent_living;job_training;mentorship;paid_work;positive_adult;young_adults,R018,Boys & Girls Clubs of Delaware - Education and Career,Education & Career,Statewide,6,18,academic_support;career,22,Medium,Join local club / program inquiry,https://www.bgclubs.org/education-and-career
YP-0130,17,Sussex,academic_support;career;career_readiness;case_management;education;employment;financial_literacy;general_support;homelessness;housing;independent_living;job_training;life_skills;paid_work;transition_support,R003,West End Neighborhood House Life Lines,Housing & Case Management,Statewide,16,23,case_management;education;employment;financial_literacy;housing;life_skills,63,High,Referral or program inquiry,https://westendnh.org/programs/life-lines/
YP-0130,17,Sussex,academic_support;career;career_readiness;case_management;education;employment;financial_literacy;general_support;homelessness;housing;independent_living;job_training;life_skills;paid_work;transition_support,R001,DSCYF Independent Living Services,Independent Living,Statewide,14,21,housing;life_skills;transition_support,33,High,Caseworker/DFS referral,https://kids.delaware.gov/family-services/independent-living/
YP-0130,17,Sussex,academic_support;career;career_readiness;case_management;education;employment;financial_literacy;general_support;homelessness;housing;independent_living;job_training;life_skills;paid_work;transition_support,R007,Delaware 211,Resource Navigation,Statewide,0,99,education;general_support;housing,33,High,"Call 211, text zip code to 898-211, or use website",https://delaware211.org/
YP-0130,17,Sussex,academic_support;career;career_readiness;case_management;education;employment;financial_literacy;general_support;homelessness;housing;independent_living;job_training;life_skills;paid_work;transition_support,R005,People's Place Independent Living,Independent Living,Statewide,16,23,case_management;life_skills;transition_support,33,High,DFS referral or self-referral for 18-23,https://peoplesplace2.com/services/independent-living
YP-0130,17,Sussex,academic_support;career;career_readiness;case_management;education;employment;financial_literacy;general_support;homelessness;housing;independent_living;job_training;life_skills;paid_work;transition_support,R018,Boys & Girls Clubs of Delaware - Education and Career,Education & Career,Statewide,6,18,academic_support;career,22,Medium,Join local club / program inquiry,https://www.bgclubs.org/education-and-career
YP-0131,15,Sussex,career;career_pathway;college;community;employment;general_support;job_training;mentorship;paid_work;positive_adult;postsecondary,R017,Big Brothers Big Sisters of Delaware,Mentorship,Statewide,6,18,mentorship;positive_adult,23,High,Enroll youth / mentor match inquiry,https://bbbsde.org/
YP-0131,15,Sussex,career;career_pathway;college;community;employment;general_support;job_training;mentorship;paid_work;positive_adult;postsecondary,R001,DSCYF Independent Living Services,Independent Living,Statewide,14,21,mentorship,13,High,Caseworker/DFS referral,https://kids.delaware.gov/family-services/independent-living/
YP-0131,15,Sussex,career;career_pathway;college;community;employment;general_support;job_training;mentorship;paid_work;positive_adult;postsecondary,R007,Delaware 211,Resource Navigation,Statewide,0,99,general_support,13,High,"Call 211, text zip code to 898-211, or use website",https://delaware211.org/
YP-0131,15,Sussex,career;career_pathway;college;community;employment;general_support;job_training;mentorship;paid_work;positive_adult;postsecondary,R025,Delaware Department of Labor - Vocational Rehabilitation Transition Services,Disability / Employment,Statewide,14,24,employment,13,High,DVR referral / school referral,https://labor.delaware.gov/divisions/dvr/transition-services/
YP-0131,15,Sussex,career;career_pathway;college;community;employment;general_support;job_training;mentorship;paid_work;positive_adult;postsecondary,R018,Boys & Girls Clubs of Delaware - Education and Career,Education & Career,Statewide,6,18,career,12,Medium,Join local club / program inquiry,https://www.bgclubs.org/education-and-career
YP-0132,18,New Castle,academic_support;career;career_readiness;case_management;community;education;employment;financial_literacy;general_support;independent_living;life_skills;mentorship;positive_adult;professional_skills;resume;transition_support;young_adults,R003,West End Neighborhood House Life Lines,Housing & Case Management,Statewide,16,23,case_management;education;employment;financial_literacy;life_skills,53,High,Referral or program inquiry,https://westendnh.org/programs/life-lines/
YP-0132,18,New Castle,academic_support;career;career_readiness;case_management;community;education;employment;financial_literacy;general_support;independent_living;life_skills;mentorship;positive_adult;professional_skills;resume;transition_support;young_adults,R016,The Warehouse,Teen Center / Engagement,New Castle,13,24,community;education;employment;mentorship,42,Medium,Membership / program enrollment,https://teenwarehouse.org/
YP-0132,18,New Castle,academic_support;career;career_readiness;case_management;community;education;employment;financial_literacy;general_support;independent_living;life_skills;mentorship;positive_adult;professional_skills;resume;transition_support;young_adults,R001,DSCYF Independent Living Services,Independent Living,Statewide,14,21,life_skills;mentorship;transition_support,33,High,Caseworker/DFS referral,https://kids.delaware.gov/family-services/independent-living/
YP-0132,18,New Castle,academic_support;career;career_readiness;case_management;community;education;employment;financial_literacy;general_support;independent_living;life_skills;mentorship;positive_adult;professional_skills;resume;transition_support;young_adults,R005,People's Place Independent Living,Independent Living,Statewide,16,23,case_management;life_skills;transition_support,33,High,DFS referral or self-referral for 18-23,https://peoplesplace2.com/services/independent-living
